,User,Location
2392,zanettimarcelo2,"Corrientes, Argentina"
2393,yapaqui,Neiva
2394,maficandanga,"Mérida, Venezuela"
2395,taconymedia,Nicaragua
2396,DavidPandora2,"Sydney, New South Wales"
2397,Damian_R_2908,En Mi Casa
2398,marilenaja,"Caracas, Venezuela"
2399,AkoniPro,
2400,chilita240512,"Caracas, Venezuela"
2401,Mayfer6661,
2402,Dakoth____,
2403,rikialma1,Donde haya una empanada...
2404,FGLOPEZROCHA1,Nicaragua
2405,RojasJiddu,"San José, Costa Rica"
2406,cmorales92,
2407,laura_aznal,
2408,97ser1,
2409,CostaEspinal,"Tona, Catalunya 🌍"
2410,AlexHerrera28,
2411,ElContreras91,México
2412,hereisjenn_,Colombia
2413,Saalmaabk,🇪🇸
2414,MariaCvargas08,
2415,BLEMMOR9,
2416,andresstaker,
2417,ashantyroots,Venezuela
2418,CaroMedranda,"COLOMBIA,MEDELLIN"
2419,RodriguezT_2do,Táchira Venezuela
2420,novoa_camilo,"Montréal, Québec"
2421,carlosabdul25,"Bogotá, D.C., Colombia"
2422,Drobstinado,
2423,alfredovelazco,Ecuador
2424,DaniV10_,"Bucaramanga, Colombia"
2425,AlejaLlanos7,"Neiva, Colombia"
2426,CarmenA_Orozco,Barranquilla - Colombia
2427,HugoNicols11,"La Plata, Argentina"
2428,guillezarco,Bogotá 
2429,lorenapedraza85,
2430,DavidHume_ORG,Edimburgo
2431,LiFreyre,Colombia
2432,LenFelipeRS1,
2433,Rojafilosofa,
2434,FdoQuijano,Medellin Antioquia
2435,stephanyjc_25,
2436,maep19,"Cali, Colombia"
2437,sinmiedo_lia1,Colombia
2438,pechitass,Lima
2439,megafonearte,
2440,MaylinLiz2,
2441,FranklynMen21,
2442,Shalala67498554,
2443,litamg8,
2444,Isleo96232077,
2445,juanpablogld,
2446,Sebasbe18,Colombia
2447,AnaNaranjoC,"Passau, Deutschland"
2448,Mejorcolombia21,
2449,Caroja83,"Cali, Colombia"
2450,matacandelas,"Medellín, Colombia"
2451,alejovelezarias,Popayan Colombia
2452,Yesselys01,"Bogotá, D.C., Colombia"
2453,LauraPacca2,"Palmira, Colombia"
2454,MoVidaCol,
2455,Colibr76018428,
2456,Gu63267720Luz,
2457,bogoshorts,"Bogotá, Colombia"
2458,carobiomar,SamariaLand
2459,alinadetormes,"sevilla, españa."
2460,kanagama01,
2461,AJLucumi,Colombia
2462,Stefani83891786,Chia - Cundinamarca - Colombia
2463,ValdesIdalmis,
2464,Carolina_Zue,País del Sagrado
2465,sole_syl,
2466,floremilce,Bogotá
2467,alvaripeco,"Barranquilla, Colombia"
2468,LeiderOC,
2469,Mercho06,
2470,AguaBar,"Tandil, Argentina"
2471,n0brainn0future,
2472,a_subversivo,Venezuela
2473,LaProfepatipela,
2474,BallenAponte,Colombia
2475,05_andres_,"Bogotá, D.C., Colombia"
2476,kehort,Santa Marta Colombia
2477,Almanotas19,Buenavista (Sucre)
2478,HamperHom,
2479,andres91morales,Colombia
2480,la_cogua,"Bogotá, D.C., Colombia"
2481,Julian0532E,
2482,kathee_jj,En la luna
2483,LaPanelaOficial,"Piedecuesta, Colombia"
2484,CapuchaIn,
2485,Edward91San,"Bogotá, D.C., Colombia"
2486,Angelikzk_,
2487,TapiaDecastro,
2488,NumismatiCol,Colombia
2489,verde_olivo,CHILE
2490,mayisgomez,Bogotá 
2491,PAO23MAJO,Bogota
2492,caritoHurtadoQ,
2493,Duvan_Garcia17,
2494,anadenanthera_k,
2495,luisad3107,
2496,BgaElinformante,
2497,ceez_org,"Medellín, Colombia"
2498,Natazha2607,"La Plata, Argentina"
2499,serbadon,"Santiago, Chile"
2500,AbeRaad,Cartagena de Indias - Colombia
2501,IsaacEmerson_,Chile
2502,FARIDREFEREE,"Bogotá, D.C., Colombia"
2503,Mramirezgo,"Medellín, Colombia"
2504,bd3ec237a4d8463,"Bogotá, D.C., Colombia"
2505,NadyaTorres,
2506,CaballeroDzodic,"Distrito Federal, México"
2507,dgongotrip,"Pacho, Colombia"
2508,Marx21net,
2509,epamayar,Colombia
2510,carlopezortiz,La Quiebra de Vélez Manizales
2511,Juliofersanc,
2512,OriginarioZurdo,
2513,unCAFEconLUCIO,"London, England"
2514,giovanemendieta,Bogotá Colombia
2515,SeniorVandalo,Colombia
2516,lasalchisinpina,"Valle del Cauca, Colombia"
2517,BloggerMora,Colombia
2518,Camarada_com,
2519,saraisabelca,
2520,Javicaste6,"Cúcuta, Colombia"
2521,AndySant6,
2522,SolucionesSoft,
2523,Juancam86565593,
2524,Beetlejuice489,
2525,Jorgiato,Bogotá Colombia
2526,Horuz_Col,
2527,DARWINLOZANOMU,colombia
2528,BoliviaEnMi,
2529,politicadelamor,Colombia
2530,JNeiraN,Barranquilla
2531,Jormannuez5,
2532,MashiSend,
2533,quint_ro88,Manizales
2534,Reina_DelCaos_,Tar. 
2535,capb1980,"Bogotá, Colombia"
2536,Margarita_1113,
2537,jmarinovasquez,"Buenos Aires, Argentina"
2538,967ecd93bd5d493,Argentina
2539,FLagos_Neumann,América Latina Zona de Paz 
2540,Juandav14978345,
2541,Carlosver9411,
2542,alejobustosb,Bogotá
2543,dacavillao,
2544,Patri0077,Venezuela
2545,AquiCSilva,
2546,gledys_pompa,
2547,susarrey_luis,
2548,miliciaesuna201,
2549,braucmdte1414,
2550,DeisyZea6,
2551,Fabianj1234,
2552,Isidroantoniop3,
2553,StephanyChing,
2554,apdicanoabo,
2555,_Mercyful_,Obscuridad
2556,JulioCs13523789,
2557,Colmenarespatr2,
2558,UpdiCmdte,
2559,CCamperoj,
2560,Puestocomandov1,
2561,UPDIshadaynorte,
2562,UPDIStrinidad,
2563,brisascafeupdi,
2564,ClaudiaDazaDaz1,
2565,BPDICEIBARBULA2,
2566,AlbertoJLizcano,Bogotá D.C
2567,antoniojprada,Barranquilla
2568,yeny_rey,"Bogotá, D.C., Colombia"
2569,bufalojhon,Colombia
2570,margui_leon,"Santa Marta, Colombia "
2571,Marilynpatino1,Colombia 
2572,Josearias_,Ibague - Tolima
2573,miguedesalvador,"Bogotá, D.C., Colombia"
2574,clautaborda_,"Medellín, Colombia"
2575,ammejiaaguado,
2576,sammyflower10,"Bogotá, DC, Colombia"
2577,Supertransporte,"Bogotá, Colombia"
2578,MinTransporteCo,Colombia
2579,PosconflictoCO,Colombia
2580,infopresidencia,Colombia
2581,HelloTato1982,"Bogotá, Colombia"
2582,shirleym0841,
2583,Larolapoledance,
2584,AlainPicon93,Caracas
2585,Krelis9,
2586,NoticiasCartag,"Cartago, Colombia"
2587,Andryw28,"Bogotá, D.C., Colombia"
2588,progresista20,
2589,shalom1213,"Bogotá, D.C., Colombia"
2590,AndresJRendonC,Colombia
2591,ConstruyoPais,Colombia 
2592,manucasgt,abajo a la izquierda 
2593,BlueberryTrue,
2594,MoTerps82,
2595,k_patico,
2596,CocanaTe,
2597,Cormagdalena,Colombia
2598,germanfull,
2599,sebas0716,Colombia - Medellín
2600,loretvcomunita,
2601,InviasOficial,
2602,EmilioJArchila,Colombia
2603,NacionPaisa,Medellín
2604,MeGaFinde,
2605,ElKonuco,Colombia
2606,RubyMogB,Colombia
2607,ANI_Colombia,Colombia
2608,ACRegiones,"Bogotá, Colombia"
2609,kepeguer,Barranquilla - Colombia 
2610,Gverrillero,Sobre mi T-34
2611,CesarhJ,Hiroshima
2612,CCentaury,
2613,DanielPalam,"Bogotá, D.C., Colombia"
2614,Martigenius81,
2615,elkingrider,"Bogota, Colombia"
2616,Krdinan,Colombia
2617,MelbaLCardenasB,
2618,equidad_mujer,Colombia
2619,bombozila,"Rio de Janeiro, Brasil"
2620,EnSamsara,
2621,pcleyla,
2622,AbgJusti,MI querida y adorada #Colombia
2623,JuanInformanews,
2624,NO__Corrupcion,𝔼𝕃 𝕄𝕌ℕ𝔻𝕆
2625,JulioCortezCcs,
2626,Sabio_Refranero,
2627,numeral767,Colombia
2628,pensandopr,Puerto Rico
2629,hrcardal,Colombia
2630,AeroCivilCol,"Bogotá, D.C., Colombia"
2631,pazinterior017,"Bogotá, D.C., Colombia"
2632,SDEPQDC,Santo Domingo Este
2633,tarazonafabio,"Bogota, Colombia"
2634,KATERINSERRANO1,
2635,nubeenbicicleta,Colombia
2636,InterSoftwareCo,"Medellin, Colombia"
2637,afgomezospina,"Cali, Colombia"
2638,HombreJurista,Colombia
2639,TecnicargasCo,Colombia
2640,ervin1982,Cartagena
2641,julian942,Colombia
2642,dagogranados,santa marta - magdalena
2643,ConsultCatalina,
2644,VaporElectrico,"Miami, FL"
2645,mxdumbb,BLUE LETTER OUT 09/14
2646,ArbelaezGeek,Edison NJ 08817 USA
2647,Amnesty_Maas,"Maastricht, Nederland"
2648,WILMARDJ,everywhere
2649,Leonartdo,
2650,chx_tatia,New York City
2651,YMorera,"colombia,cali"
2652,Woodward1503,
2653,connylaso,"Massachusetts, USA"
2654,EngineerWernher,SOFLO 33154
2655,KathyCaseColomb,"Portland, OR USA"
2656,Kamsle,
2657,MAlejandraCC,
2658,ColpapC,"Bogotá, Distrito Capital, Colo"
2659,filzakhanrocks,in my room 
2660,mncs19,"Bogotá, Valle, Cauca,Colombia "
2661,CiegoGanso,
2662,BlueDrum2,ALSO @Lesleyjass👈🏾🌎
2663,LinaMariaMuril6,
2664,HanaRey96538320,
2665,Fightinginjustc,
2666,01Alejiita,
2667,lastpersonneo,
2668,camigal,"London, England"
2669,Welponomics,"Newport Beach, CA"
2670,TaskAmericas,San Francisco Bay Area
2671,___amm____,
2672,h_r_memes,Global
2673,OigoPaz,Germany & Colombia
2674,M_deJong,"Den Haag, Nederland"
2675,AdyViews,
2676,McManuEspinosa,
2677,mefaltojuete,Colombia
2678,IRTFCleveland,"Cleveland, OH"
2679,_Quiet___Storm,Midwest
2680,Eiber_M,Pamplona Colombia
2681,TOPLatinAmerica,Latinoamérica 
2682,polititexts,Stolen Kumeyaay Land
2683,mmanuelazulu,Medellín.
2684,yrdlsh,
2685,ElGris18,
2686,SantiagoVargasN,"Bogotá, D.C., Colombia"
2687,Sharkeye15,
2688,CarlosYosoy,Worldwide_The sky is the Limit
2689,SandraLeone_P,"Santa Marta, Colombia"
2690,PerroBllanco,
2691,oswaldosrm,"Bern, Schweiz"
2692,Jgvelez11,"New York, NY"
2693,C_h_g333,Colombia
2694,gy_yamile,
2695,WithoutForget,en mi casa
2696,worldsoftzone,
2697,Y4Nature,Earth
2698,Khristancho,"Armenia, Colombia"
2699,UExtEnglish,"Bogota, Colombia"
2700,LauraFl91647225,
2701,PachoTorres,Centro y Suramerica
2702,lmartinezj96,Colombia
2703,Ist01ey0subs,Nowhere Islands
2704,wanderlust_pure,world-wide
2705,ckr_sny,
2706,gianna_brassil,"San Francisco, CA"
2707,RousanRose,
2708,thoughtcrime9,i hate it here
2709,a_dresinho_,"washington, dc"
2710,Jasoncuate,
2711,steve_lalla,
2712,aqillopaz,terengganu
2713,Azra32598794,
2714,Nicolas20982,"Cali, Colombia"
2715,ShaneThetPaing,Myanmar
2716,MerlynJoCol,Colombia | Spain | France
2717,yumnamoony,yumnafatehi73@gmail.com
2718,AlexKhant4,
2719,ericblack3742,
2720,88_chief,"Lakewood, NJ"
2721,delinconsciente,
2722,castilloangela_,"Berkeley, CA"
2723,Peykn1212,
2724,kevint905,"Brampton, Ontario"
2725,inmybag111,"Miami, FL"
2726,negroscuIones,¥
2727,sasteodorgheorg,Luncani cluj Romania
2728,Writer_Ca,"Washington, DC"
2729,dkobotero,"Medellín, Colombia"
2730,h_m_n_t_X,India 🇮🇳
2731,GuyFawkesV9,Tierra de Nadie 
2732,Adrinus7,"Mwanza, Tanzania"
2733,anamariaamador1,
2734,OnlusTefa,
2735,mci_sc_usa,"South Carolina, USA"
2736,lulu_chambas,
2737,Loli_Palacios_,Buenos Aires
2738,dassmariaduarte,Figueira da Foz
2739,BotheredBoy,Nowhere in particular
2740,nicoz2504,
2741,what_colombia,
2742,anamilenaribero,"Oregon, USA"
2743,LuisEloy2011,"San Cristóbal, Venezuela"
2744,Ross09216836,
2745,jhon7401,"Medellin, Colombia"
2746,BrendanBehanN1,"Paris, Ile-de-France"
2747,ronjaskotnes,
2748,world_wearethe,Abya Yala
2749,smolny1917,The Belly of the Beast
2750,culanth,
2751,AlvaroPe_,"Bogotá, DC, Colombia"
2752,baronpinilla,
2753,fairwitness8,
2754,tameryazar,Turkey-Israel
2755,ferspartan343,
2756,Morales4SDMayor,Cusco Peru 
2757,oskarciber,"Bogotá, D.C., Colombia"
2758,blythetweet,"MULTIFANDOM (SW, HP, MARVEL)"
2759,sutu_eats_flies,Los Angeles
2760,treadstom,Te sigue
2761,Migueeel_leon,
2762,SosColSolidaria,
2763,Luisa59656564,"Amsterdam, The Netherlands"
2764,HumanRightsPLM,القدس شيخ جراح
2765,alexandracading,
2766,gladysmezrahi,"Aventura, FL"
2767,DorisBlq32,
2768,AnalystDaily,
2769,QuiraMedios,
2770,ymvelascos,Villavicencio - Colombia
2771,mikamoonstar_,"Brooklyn, NY"
2772,Pachacutec_,"Alexandria, VA"
2773,valerySAmbroise,
2774,sinment13410269,
2775,nosupermario,"Montréal, Québec"
2776,kittisaurus,"Anneau F, Saturne 🪐"
2777,hanna_fantom,"Rockville, MD"
2778,AmaraEnyia,Chicago | London | Africa 🌍 
2779,GrowUPeople,"Cincinnati, OH"
2780,Hansel_Franco,"Milwaukee, WI"
2781,diaspora_rising,
2782,OccuWorld,Earth
2783,tippuhh,
2784,Tao2108,"Bogotá, D.C., Colombia"
2785,spm1958_tolle,Woodbury. Minnesota.  🇺🇸
2786,JCMedrano3,"Tunja, Boyacá"
2787,Tat1anaSuar3z,London -UK
2788,leonardocuy,Eart
2789,dfertl,Cóbanhávan
2790,pereamarc1,
2791,HtetMya26424490,
2792,labourfplam,
2793,LAPacifiKA,Colombia
2794,jcliz42,CÚCUTA
2795,luisfertoro,Narnia 
2796,Uriasv,Latino-América
2797,karen12y,colombia-bogota
2798,ArletteVasallo,
2799,Amarilla12347,
2800,ADRIANA54802452,
2801,Caticaescalant1,
2802,leogomezm11,"Barranquilla, Colombia"
2803,Juan_Suaed,FederaciónRusa
2804,joven_m,por ayyyy
2805,amilaMr,
2806,CompsCordova,"Ecuador, Nueva Loja"
2807,ActivistaEnRRSS,"Santiago, Chile"
2808,Alejandra_P23,"Facatativa, Colombia"
2809,AlecLancaster13,"Sabaneta - Antioquia, Colombia"
2810,DiiaanaN901,
2811,tumastologo1,"Medellín, Colombia"
2812,cianuro888,"Bogotá, D.C., Colombia"
2813,smburbano,"Miami, FL"
2814,CorpRegion,
2815,Alexxx044,
2816,enriqueprieto24,
2817,Jcxrvzx,
2818,Chavelly11,"Medellín, Colombia"
2819,GabrielOrozco11,colombia
2820,AngieAvendao10,
2821,ComoUnArcoIris,"En Cali Ve, y En Todas Partes "
2822,datneoliberal,
2823,Paolaosorior,Toda Colombia
2824,umesvt02,
2825,NandoSierra7,"Florianópolis, Brasil"
2826,FelipeDRojas,"Pradera, Colombia"
2827,IvanovichJB,"Barranquilla, Colombia"
2828,Alberto24036896,
2829,Profe_Jhon,"Tucson, AZ"
2830,QMC_Oficial,"Lima, Peru"
2831,vodoque,Nueva Chilanda (Ex-Chile)
2832,MonLuz2,
2833,Dalilarp42,La Habana cuba
2834,cano_monik,Colombia
2835,CalicheAEstacio,"Pasto, Colombia"
2836,MyBolivia,Bolivia
2837,William_Alex88,"Bogotá, D.C., Colombia"
2838,RaqueeHolguin,"Providencia, Santiago, #Chile "
2839,cesarandressa11,"Amazonas, Colombia"
2840,prensamardel,Cali- Colombia.
2841,gfloressch,"Lima, Perú"
2842,HerleLucia,Córdoba
2843,LuJouli,"Río Cuarto, Córdoba"
2844,SonciTere,Córdoba 
2845,nnn6402,
2846,stephaniebca_,
2847,Policarpa_2020,PATRIAGRANDE
2848,ProfeVero49,
2849,1981Rrb,
2850,ManuelG91623212,"Cataluña, España"
2851,OscarCuervoRojo,"Guaymallén, Argentina"
2852,LlmameComoQuie2,
2853,Angito21,Colombia
2854,nvallejog,"Paris, Ile-de-France"
2855,gamasvg,"Bogotá, D.C., Colombia"
2856,angelique_lml,Bogotá Rock
2857,sisi_rangel12,
2858,KatherineTunjo,
2859,Harverstein,"Lima, Peru"
2860,polemication,
2861,cruzcamilo,Col//Mex
2862,CesarSerpa,"Santa Marta, Colombia"
2863,CarlosAguilarOr,"Santander de Quilichao, Cauca"
2864,lopezjairoa,
2865,ernesto33345082,
2866,APDI_JIBM,
2867,gladisc03146249,
2868,YolymarContrer1,
2869,mariaqu60510269,
2870,vilmaberrios5,
2871,actualjoven,"Madrid, Comunidad de Madrid"
2872,ANGELVI_Argenta,"Córdoba, Argentina"
2873,dgalaviz,Iberoamérica
2874,MarcelaQV6,
2875,Foxylady2756,VenCuba del Norte 
2876,ArtJaimelee,"Hartford, CT"
2877,JuanadelosDolo1,Temuco Chile✌🏼#Ecologica
2878,Alejosses,
2879,comocuynocuento,Polombia 
2880,amateurphoto4,
2881,felix20_06,
2882,enriqueccs,
2883,Negro102358,Plaza de Bolivar
2884,angelmetropoli,CDMX
2885,YOSISETODODETI,Tartaria
2886,liliana41204981,
2887,Cumb3,
2888,tupoetaelmejor,bogota
2889,osRey89,Nicaragua
2890,Alexand28479506,
2891,El_JUANCHO20,colombia
2892,Musak1394,aquí
2893,xdri_xn,"Bogotá, D.C., Colombia"
2894,Dimar91633722,
2895,notraduzco,"España, Europa"
2896,Bpdinuestraseo1,
2897,EthanYael4,Es un Orgullo ser Mexicano.
2898,Silio_Zer,
2899,Junior07779563,
2900,conversemosyac1,Colombia
2901,enaut99,"Alde Zaharra, Euskal Herria"
2902,Alfredo92134924,
2903,VALI_HIJODEODIN,
2904,TudeCcs,"De Galiza a Caracas, Venezuela"
2905,DGallegol,"Tunja, Colombia"
2906,Polstar81,"Quito, Ecuador"
2907,milicia_falcon,Coro. Edo Falcón
2908,ObedSolorzano1,Tierra de lagos y Volcanes
2909,Claudiaruiz,"Alameda, CA"
2910,DanesisArce,"Ontario, CA"
2911,RazaTropicalcol,Colombia
2912,Nirwen_Bull,Bogota-Colombia
2913,laherejiaco,Medellín
2914,ElGallo9214,"Montería, Colombia"
2915,bolanos_wilfran,"Bogotá, D.C., Colombia"
2916,arirubianosaa,Madrid
2917,Jurestrep,"Medellín, Colombia"
2918,AlianzaSyV,Bogotá D.C.
2919,RhyMaster_RM,Bogota . Colombia
2920,LeticiaManagua,Nicaragua patria de Sandino
2921,EdithGarciaB,🌎
2922,AngelicaBohor18,"México, USA, Colombia"
2923,CSImery,
2924,Buena_Data_,
2925,YeisonCacua,Bucaramanga - Colombia
2926,ChileApruebapo,
2927,Alexanderrewind,
2928,OpsAn0nymous,127.0.0.0
2929,guaguarnizo,
2930,99_maura,Colombia
2931,DerechairosR,"Puebla, México"
2932,aliaga88153012,APP Frases diarias en el link
2933,lufezare89,"Bogota, colombia"
2934,lizcanur,
2935,MargaretApeiron,
2936,anima2ecumex,"Paute, Ecuador"
2937,retfot,"Caracas, Venezuela"
2938,AndresG_Comunes,Bogotá
2939,Rovipace,"Guayaquil, Ecuador"
2940,RobeltoJohan,
2941,juanperilla,Australia
2942,fernandovaller1,
2943,ArtesanoArturo,
2944,PressRiot,
2945,mariame28759762,"Bogotá, D.C., Colombia"
2946,franciszarate69,Colombia
2947,JacksonConza,Ecuador
2948,lomorajac,"Cajicá, Colombia"
2949,nydiafinol,
2950,MemoVivasB,Colombia. 
2951,MVelluchy,
2952,RevolucionD1,Barrio Revolución - Distrito 1
2953,Asor_Azul,Madrid
2954,pedro86992793,"Caracas, Venezuela"
2955,uefachampion32,Planeta tierra 
2956,Jremyno,
2957,Josekik98907177,
2958,Paoeh,
2959,HacheComics,Bogotá - Colombia
2960,granjefee,"Buenos Aires, Argentina"
2961,ftetnalucia,"Bogotá, D.C., Colombia"
2962,compliquesmios,
2963,Karlama32,Caracas - Venezuela
2964,Datotrujillo,"Cali, calentura"
2965,jrramirezluna,Venezuela
2966,revistamsocial,
2967,jortegaes,Ciudad de México
2968,andresska22,"Medellín, Colombia"
2969,GermanTTRF1,Legalandia
2970,angelmadridbac4,
2971,Sonosociologia,
2972,IngAndresRozo,Bogotá D.C.
2973,juacho345,
2974,jorgearmasv,Venezuela
2975,JonathanDLS1,Bogota
2976,TamaraBea3,
2977,jara0602,VENEZUELA.
2978,maryal05,
2979,Th3L1ghtX,Pleiades💫
2980,stevencenteno04,"Cali, Colombia"
2981,cog71604913,
2982,JosueFGutierrez,Bucaramanga
2983,federicefepeve,"Pasto, Colombia"
2984,SezanMonarca,"Bogotá, D.C., Colombia"
2985,metzweyale,"Corozal, Colombia"
2986,JuanGratiniano,
2987,_HernandezKO,
2988,barretobronx,"Queens, New york"
2989,nany_cali,
2990,MarylenSerna,"Cajibio, Cauca"
2991,Danny13866216,"Palmira, Colombia"
2992,Karlaacs4,"Bogotá, D.C., Colombia"
2993,ebullicionpsico,Bogotá
2994,SALGADO_1Y26S,
2995,jolulo69,
2996,charlyza2484,alternativoklo@gmail.com 
2997,dama_rosas," Guayaquil, Quito "
2998,Elio61507818,
2999,Kth2626,Colombia
3000,Ateneapb,"Bogotá, D.C., Colombia"
3001,oswaldiny2001,"Montería, Colombia"
3002,Arocha12Andres,"Bogotá, D.C., Colombia"
3003,MatonsizimoKid,Bogotá
3004,carolltejada,
3005,JoseilyMon,Pueblo de Panelas y Pastores
3006,yavayava2,
3007,MariasiCuba,Cuba
3008,Misericordioso_,
3009,LuisGaviriaVp,Bogota
3010,_lostsouwul_,Colombia
3011,gralefa,Santa Rosa de Cabal
3012,FeblesCarmona,
3013,adrenalinacol,Colombia
3014,RengifoHarry,
3015,Edwardjhoan77,"Buga, Colombia"
3016,CulturaNueva,
3017,ASPU_Colombia,
3018,Mafalda_2020_,
3019,tendenciaspg,AM 1220
3020,orlan151161,Tachira-venezuela
3021,RadioTVLiberaci,#ColectivoPrensaIndependiente 
3022,ovejaninja,curiouscat.qa/ovejaninja
3023,f_nidia,Bogota
3024,JOREN01,"Carepa, Colombia"
3025,Flor_de_macondo,Macondo
3026,romennio,"Puerto Ordaz, Estado Bolivar"
3027,tihui,México
3028,texmagvero,
3029,TheBrandon31,"Bogotá, D.C., Colombia"
3030,soycanas,
3031,ingesarcastico,Bucaramanga
3032,JuanJuanpis07,
3033,Liliana831215,
3034,ImBippo,Bogotá
3035,pedrotebas,Colombia🇨🇴👉
3036,CavaCannabica,Colombia
3037,cali_en_vivo,"Cali, Colombia"
3038,Yarurito,"bogota, colombia"
3039,SocorroAltami12,
3040,raudel_leon,Cuba
3041,Alcadima,Pereira
3042,NGKopy,"Caracas, Venezuela"
3043,JONAS_GR,Moldavia
3044,WilliamJaimeGm2,"Medellín, Colombia"
3045,CarlosPabon6Val,Antioquia
3046,RapaGino,Caba
3047,ANAMACALO01,
3048,ElTwirero,
3049,Qromal,Colombia
3050,Aldo_Chav,Nicaragua
3051,lcraca,
3052,EduardoEnLaRed,Mundo/In the World
3053,PaterMionostro,A la derecha de la derecha
3054,LeadroLandin,Buenos Aires
3055,ecuadorycuba,Patria Grande
3056,Jose_Biomorgi,América del Sur
3057,Elcadejo19,
3058,Drafigueredo,Bogotá Cundinamarca 110221
3059,BayamoSomos,"Bayamo, Granma, Cuba"
3060,Humorconelgato,"Miami Beach, FL"
3061,UColomer,
3062,hi_lol,"Lima, Peru"
3063,pepegonzalez00,
3064,AndiGuti,
3065,maoflorez1986,"Bogota, Colombia"
3066,Mashi_Pablo,"Guayaquil, Ecuador"
3067,ObakeNoDara,Macondo
3068,mteijeiro,"Caracas, Venezuela"
3069,LatinoDeAPie,Latinoamerica
3070,ColomRevo,
3071,quinchucua,"Villavicencio, Colombia"
3072,lmunos01,Nicaragua
3073,FilmGamex,Palmira (valle)
3074,CrystinaTayan,
3075,tw_mario_oa,
3076,jorgeesteche,
3077,PaisChimbo,Colombia
3078,ColeccionistaO1,
3079,Bajola_Alfombra,
3080,WorldFairness,
3081,AquiFigueroa,Soy Internacionalista 
3082,GiLopez23,"Bogotá, D.C., Colombia"
3083,galoandres17,uio
3084,Dikonvergencia,NTSC
3085,elmundodejuanda,Bogotá - Colombia 
3086,Dalsuro,Ibague
3087,gab1969,"Bogotá, Colombia"
3088,solonelybat,
3089,DiestroMaestro1,
3090,momolopolis,México
3091,josemarmoises,"Canelones, Uruguay"
3092,IsisAlvarez3,"La Habana, Cuba 🇨🇺"
3093,Sanchezpri_,
3094,defensorpuro082,
3095,eddysevenson,"Cuba, La Habana"
3096,carloss1672,Todo el mundo
3097,Andrew_Weedland,Colombia
3098,CarlosRios29,Bogotá
3099,rodriestra75,Utopía Comunista 
3100,Daniela89055898,
3101,AntisanaNews,
3102,Tatakoa1940,España
3103,antifabolivia,Bolivia
3104,_davidleone,"Barranquilla, Colombia"
3105,Wilhardezdiaz,
3106,CavadiaAlvaro,
3107,DanRodriguez_pe,Perú
3108,KataCrespo,
3109,mervis_v,
3110,MdmeTempestad,
3111,edigonzavila,"Santa Marta, Colombia"
3112,EstoPienso5,
3113,Doophe3,Colombia
3114,xJorgeLunax,"Valparaíso, Chile"
3115,Egisaez,
3116,HeyJoeXD,LARA
3117,EntreTodosApure,Guasdualito
3118,BolivarSXXI,"Lara, Venezuela"
3119,PorSuba,
3120,AstridPadilla5,https://mobile.twitter.com/acc
